"ng-binding","ng-binding 2","ng-binding href","ng-binding src","ng-scope src","ng-scope","ng-binding 3","ng-binding 4","ng-binding 5","ng-binding 6","ng-scope src 2","ng-binding 7","ng-binding 8","ng-binding 9","ng-binding 10","ng-scope src 3","ng-binding 11","ng-scope src 4","ng-scope src 5","ng-scope src 6","ng-scope src 7"
"1120","獨角仙豬","https://pigfarmmix.net/#/pig/1120","https://pigfarmmix.net/png_h/279eaa6d225431df90c68e26743058fb762636a43f437220a3a3b3326c03ee3220251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/811992418c93eac5c6722e48989ba638bc739f8c763e8aa6fccb0cdb69e091ae20251013.png","野豬 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1121","藍寶石豬","https://pigfarmmix.net/#/pig/1121","https://pigfarmmix.net/png_h/f8b74fb47481fa48fd714896f7297c330f5537546b2cb040e523c3af071b268620251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1122","夏威夷皇室豬","https://pigfarmmix.net/#/pig/1122","https://pigfarmmix.net/png_h/2320e07451f51fe96739e0b3b1f067534eabc97d3e01b63dbd374583f570077f20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1123","麒麟豬","https://pigfarmmix.net/#/pig/1123","https://pigfarmmix.net/png_h/a5f4ae1c2315b3f6f9ec9241dae3ae9f9becce860b8eba72d3e8690801d92db420251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1124","赫克力士長戟大兜豬","https://pigfarmmix.net/#/pig/1124","https://pigfarmmix.net/png_h/27af12dfe87c724d20930a285a593f39bff4f5af9fed6ab316dad32905ebcb4920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","7","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/811992418c93eac5c6722e48989ba638bc739f8c763e8aa6fccb0cdb69e091ae20251013.png","野豬 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","8500 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","27.34%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1125","蛋白石豬","https://pigfarmmix.net/#/pig/1125","https://pigfarmmix.net/png_h/8e500d28cd207cf3c7cf88cd8c5bfe65906b0a2b254c2206b189262381e8dfc620251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","60 分鐘","1 小時","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1126","菊豬形","https://pigfarmmix.net/#/pig/1126","https://pigfarmmix.net/png_h/844d2068104f847a01bedd0e9dc7595250ba27d1229ef4efe7b291f30d1ce7bb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1127","海豚豬","https://pigfarmmix.net/#/pig/1127","https://pigfarmmix.net/png_h/385f03ad7124070fda6602c45b39df5825726e4496736aba8c96d786e9f2daab20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1128","鯨魚豬","https://pigfarmmix.net/#/pig/1128","https://pigfarmmix.net/png_h/3a5d980fbb77a169b847f13ebe228f3a2ee0a1a1ed2ff62d508ba63106df27e420251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","6","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1129","虎鯨豬","https://pigfarmmix.net/#/pig/1129","https://pigfarmmix.net/png_h/6f5c48529c67a9b4a528977ce9633ff87cdff6eb482d038e9d08f8cc428b226820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","5","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1130","黃水晶豬","https://pigfarmmix.net/#/pig/1130","https://pigfarmmix.net/png_h/306d329e3acaf94c5fbfae46b196b4e51f04f1f527afa22955038415cd0f832b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1131","電視豬","https://pigfarmmix.net/#/pig/1131","https://pigfarmmix.net/png_h/a1477814011b10e6115d2bbeda7f99c8231a5b08c7f0d1928513fa8d0a7488ff20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","60 分鐘","1 小時","12 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1132","玉藻豬","https://pigfarmmix.net/#/pig/1132","https://pigfarmmix.net/png_h/2632d572dea3c9a99db61206c8599c13b916e4f51109d8c35eb20d3eb41cb78d20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1133","土耳其石豬","https://pigfarmmix.net/#/pig/1133","https://pigfarmmix.net/png_h/5e841c9746a49fd63c7e1b61e0cb915a2b5d120e559e870dc9a5c80ab9ec8f4020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","6","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1134","聖誕樹幹蛋糕豬","https://pigfarmmix.net/#/pig/1134","https://pigfarmmix.net/png_h/d60eded88c5b0e44abf2080ea67c0df2a84e0ec4548bcf72b0c190f6e3f23de820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1135","華生豬","https://pigfarmmix.net/#/pig/1135","https://pigfarmmix.net/png_h/3ea6792579adc32e182cae2522dabd6a62934233c4b4e9fd1504ba91c83c838020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1136","豬姆斯·莫里亞蒂","https://pigfarmmix.net/#/pig/1136","https://pigfarmmix.net/png_h/75cbbc946e641fd2eeb3e67dc2f08997267873e7fbff8995605e70c63a18634b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","60 分鐘","1 小時","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","14.90%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1137","石榴石豬","https://pigfarmmix.net/#/pig/1137","https://pigfarmmix.net/png_h/a7e47eebf4a2d8413163c40327d210417f09e8f1c3b416a769429f8209f8076520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1138","斑馬豬","https://pigfarmmix.net/#/pig/1138","https://pigfarmmix.net/png_h/3e0dae1fd08b7e6d9990dda4b64975937c8aa7f07dca20a51c077d4eef8e243720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1139","豬拉特・伍茲怪物","https://pigfarmmix.net/#/pig/1139","https://pigfarmmix.net/png_h/eeb9a875278d4baa6bbb2e0154a34e50d92f78fdd49523758f078fe91f8ea19b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/811992418c93eac5c6722e48989ba638bc739f8c763e8aa6fccb0cdb69e091ae20251013.png","野豬 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1140","紫水晶豬","https://pigfarmmix.net/#/pig/1140","https://pigfarmmix.net/png_h/5da852f24a9c9ab6f50abe64d3f471398b3f39f51cdc179d8d798f3b4eda49da20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","16 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1141","驅冬鬼節面具豬","https://pigfarmmix.net/#/pig/1141","https://pigfarmmix.net/png_h/92e6520ca0553d677003523dc395a462cfb1d6fbbdcd0e45c246e7f0f2cb9dba20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","6","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1142","秘密捕吏豬","https://pigfarmmix.net/#/pig/1142","https://pigfarmmix.net/png_h/8ca694aea0718b21c36faf52cdf9219ce2815b9aed9dda39e2dd3e5bb60ba34020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","60 分鐘","1 小時","10 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1143","小偷豬","https://pigfarmmix.net/#/pig/1143","https://pigfarmmix.net/png_h/025ddce6c417384498c60238daae99e0752c1ce1a7ecc5af42d71d0f5428eb4c20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","9 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","21.35%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1144","地球豬","https://pigfarmmix.net/#/pig/1144","https://pigfarmmix.net/png_h/9d990f9735c3df3908e6bcdef34bc84c4135c4e8349ee52871c4e0aad6aa287320251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1145","女皇豬","https://pigfarmmix.net/#/pig/1145","https://pigfarmmix.net/png_h/fab4643e95916c9f0df3c5267efd81c1baad84afe6e4657a765c57af888abe9720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","6000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
